"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-004"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Elusimicrobia","Elusimicrobia","Lineage_IV",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)",NA
"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA
"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Limnobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus"
"Bacteria","Planctomycetes","OM190",NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus"
"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Isosphaera"
NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Phormidium_SAG_37.90"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis",NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Aliivibrio"
"Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Oenococcus"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Omnitrophicaeota",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Desmonostoc_PCC-7422"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Aliivibrio"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Paraliobacillus"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Plesiomonas"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax"
"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinibacteraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter"
"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elstera"
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CENA595"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CENA595"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Aliivibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Joostella"
"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella"
"Bacteria","Verrucomicrobia","Verrucomicrobiae",NA,NA,NA
"Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","LB3-76"
"Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
NA,NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
NA,NA,NA,NA,NA,NA
"Bacteria","Dependentiae","Babeliae","Babeliales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Caedibacter"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Verrucomicrobia","Verrucomicrobiae",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Myroides"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Captivus"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Azospira"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Azospira"
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA
"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia"
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter"
"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ahrensia"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"Bacteria","Verrucomicrobia","Verrucomicrobiae",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Blattabacteriaceae","Blattabacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Caedibacter"
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ahrensia"
"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Kinneretia"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Fluviicoccus"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arsenicibacter"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
NA,NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arsenicibacter"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Hartmannibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Kinneretia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Fluviicoccus"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Oenococcus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Tatumella"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Crenobacter"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pandoraea"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
